year_film,year_ceremony,ceremony,category,name,film,In movies dataset?,winner
1972,1973,45,FILM EDITING,David Bretherton,Cabaret,Cabaret,TRUE
1972,1973,45,FILM EDITING,Tom Priestley,Deliverance,Deliverance,FALSE
1972,1973,45,FILM EDITING,"William Reynolds, Peter Zinner",The Godfather,The Godfather,FALSE
1972,1973,45,MUSIC (Original Dramatic Score),Nino Rota,The Godfather,The Godfather,FALSE
1972,1973,45,MUSIC (Original Dramatic Score),John Addison,Sleuth,Sleuth,FALSE
1972,1973,45,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,Cabaret,Cabaret,TRUE
1972,1973,45,BEST PICTURE,"Cy Feuer, Producer",Cabaret,Cabaret,FALSE
1972,1973,45,BEST PICTURE,"John Boorman, Producer",Deliverance,Deliverance,FALSE
1972,1973,45,BEST PICTURE,"Albert S. Ruddy, Producer",The Godfather,The Godfather,TRUE
1972,1973,45,SOUND,"Robert Knudson, David Hildyard",Cabaret,Cabaret,TRUE
1972,1973,45,SOUND,"Bud Grenzbach, Richard Portman, Christopher Newman",The Godfather,The Godfather,FALSE
1972,1973,45,WRITING (Screenplay--based on material from another medium),Jay Allen,Cabaret,Cabaret,FALSE
1972,1973,45,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",The Godfather,The Godfather,TRUE
1973,1974,46,ACTOR,Al Pacino,Serpico,Serpico,FALSE
1973,1974,46,ACTOR,Robert Redford,The Sting,The Sting,FALSE
1973,1974,46,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,The Exorcist,FALSE
1973,1974,46,ACTRESS,Ellen Burstyn,The Exorcist,The Exorcist,FALSE
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Linda Blair,The Exorcist,The Exorcist,FALSE
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Paper Moon,Paper Moon,FALSE
1973,1974,46,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,Paper Moon,Paper Moon,TRUE
1973,1974,46,ART DIRECTION,Art Direction:  Bill Malley;  Set Decoration:  Jerry Wunderlich,The Exorcist,The Exorcist,FALSE
1973,1974,46,ART DIRECTION,Art Direction:  Henry Bumstead;  Set Decoration:  James Payne,The Sting,The Sting,TRUE
1973,1974,46,CINEMATOGRAPHY,Owen Roizman,The Exorcist,The Exorcist,FALSE
1973,1974,46,CINEMATOGRAPHY,Robert Surtees,The Sting,The Sting,FALSE
1973,1974,46,COSTUME DESIGN,Edith Head,The Sting,The Sting,TRUE
1973,1974,46,DIRECTING,William Friedkin,The Exorcist,The Exorcist,FALSE
1973,1974,46,DIRECTING,George Roy Hill,The Sting,The Sting,TRUE
1973,1974,46,FILM EDITING,Ralph Kemplen,The Day of the Jackal,The Day of the Jackal,FALSE
1973,1974,46,FILM EDITING,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",The Exorcist,The Exorcist,FALSE
1973,1974,46,FILM EDITING,William Reynolds,The Sting,The Sting,TRUE
1973,1974,46,MUSIC (Original Dramatic Score),Jerry Goldsmith,Papillon,Papillon,FALSE
1973,1974,46,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Marvin Hamlisch,The Sting,The Sting,TRUE
1973,1974,46,BEST PICTURE,"William Peter Blatty, Producer",The Exorcist,The Exorcist,FALSE
1973,1974,46,BEST PICTURE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,The Sting,TRUE
1973,1974,46,SOUND,"Robert Knudson, Chris Newman",The Exorcist,The Exorcist,TRUE
1973,1974,46,SOUND,"Richard Portman, Les Fresholtz",Paper Moon,Paper Moon,FALSE
1973,1974,46,SOUND,"Ronald K. Pierce, Robert Bertrand",The Sting,The Sting,FALSE
1973,1974,46,WRITING (Screenplay--based on material from another medium),William Peter Blatty,The Exorcist,The Exorcist,TRUE
1973,1974,46,WRITING (Screenplay--based on material from another medium),Alvin Sargent,Paper Moon,Paper Moon,FALSE
1973,1974,46,WRITING (Screenplay--based on material from another medium),"Waldo Salt, Norman Wexler",Serpico,Serpico,FALSE
1973,1974,46,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),David S. Ward,The Sting,The Sting,TRUE
1974,1975,47,ACTOR,Jack Nicholson,Chinatown,Chinatown,FALSE
1974,1975,47,ACTRESS,Faye Dunaway,Chinatown,Chinatown,FALSE
1974,1975,47,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Blazing Saddles,Blazing Saddles,FALSE
1974,1975,47,ART DIRECTION,"Art Direction:  Richard Sylbert, W. Stewart Campbell;  Set Decoration:  Ruby Levitt",Chinatown,Chinatown,FALSE
1974,1975,47,CINEMATOGRAPHY,John A. Alonzo,Chinatown,Chinatown,FALSE
1974,1975,47,COSTUME DESIGN,Anthea Sylbert,Chinatown,Chinatown,FALSE
1974,1975,47,DIRECTING,Roman Polanski,Chinatown,Chinatown,FALSE
1974,1975,47,FILM EDITING,"John C. Howard, Danford Greene",Blazing Saddles,Blazing Saddles,FALSE
1974,1975,47,FILM EDITING,Sam O'Steen,Chinatown,Chinatown,FALSE
1974,1975,47,FOREIGN LANGUAGE FILM,Italy,Amarcord,Amarcord,TRUE
1974,1975,47,MUSIC (Original Dramatic Score),Jerry Goldsmith,Chinatown,Chinatown,FALSE
1974,1975,47,MUSIC (Song),Music by John Morris; Lyrics by Mel Brooks,Blazing Saddles,Blazing Saddles,FALSE
1974,1975,47,BEST PICTURE,"Robert Evans, Producer",Chinatown,Chinatown,FALSE
1974,1975,47,BEST PICTURE,"Francis Ford Coppola, Producer;  Fred Roos, Co-Producer",The Conversation,The Conversation,FALSE
1974,1975,47,SOUND,"Bud Grenzbach, Larry Jost",Chinatown,Chinatown,FALSE
1974,1975,47,SOUND,"Walter Murch, Arthur Rochester",The Conversation,The Conversation,FALSE
1974,1975,47,SOUND,"Richard Portman, Gene Cantamessa",Young Frankenstein,Young Frankenstein,FALSE
1974,1975,47,WRITING (Original Screenplay),Robert Towne,Chinatown,Chinatown,TRUE
1974,1975,47,WRITING (Original Screenplay),Francis Ford Coppola,The Conversation,The Conversation,FALSE
1974,1975,47,WRITING (Screenplay Adapted from Other Material),"Gene Wilder, Mel Brooks",Young Frankenstein,Young Frankenstein,FALSE
1975,1976,48,ACTOR,Jack Nicholson,One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,TRUE
1975,1976,48,ACTOR,Al Pacino,Dog Day Afternoon,Dog Day Afternoon,FALSE
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Brad Dourif,One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,FALSE
1975,1976,48,ACTOR IN A SUPPORTING ROLE,Chris Sarandon,Dog Day Afternoon,Dog Day Afternoon,FALSE
1975,1976,48,ACTRESS,Louise Fletcher,One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,TRUE
1975,1976,48,ART DIRECTION,"Art Direction:  Ken Adam, Roy Walker;  Set Decoration:  Vernon Dixon",Barry Lyndon,Barry Lyndon,TRUE
1975,1976,48,ART DIRECTION,"Art Direction:  Alexander Trauner, Tony Inglis;  Set Decoration:  Peter James",The Man Who Would Be King,The Man Who Would Be King,FALSE
1975,1976,48,CINEMATOGRAPHY,John Alcott,Barry Lyndon,Barry Lyndon,TRUE
1975,1976,48,CINEMATOGRAPHY,"Haskell Wexler, Bill Butler",One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,FALSE
1975,1976,48,COSTUME DESIGN,"Ulla-Britt Soderlund, Milena Canonero",Barry Lyndon,Barry Lyndon,TRUE
1975,1976,48,COSTUME DESIGN,Edith Head,The Man Who Would Be King,The Man Who Would Be King,FALSE
1975,1976,48,DIRECTING,Federico Fellini,Amarcord,Amarcord,FALSE
1975,1976,48,DIRECTING,Stanley Kubrick,Barry Lyndon,Barry Lyndon,FALSE
1975,1976,48,DIRECTING,Sidney Lumet,Dog Day Afternoon,Dog Day Afternoon,FALSE
1975,1976,48,DIRECTING,Milos Forman,One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,TRUE
1975,1976,48,FILM EDITING,Dede Allen,Dog Day Afternoon,Dog Day Afternoon,FALSE
1975,1976,48,FILM EDITING,Verna Fields,Jaws,Jaws,TRUE
1975,1976,48,FILM EDITING,Russell Lloyd,The Man Who Would Be King,The Man Who Would Be King,FALSE
1975,1976,48,FILM EDITING,"Richard Chew, Lynzee Klingman, Sheldon Kahn",One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,FALSE
1975,1976,48,FOREIGN LANGUAGE FILM,Italy,Scent of a Woman,Scent of a Woman,FALSE
1975,1976,48,MUSIC (Original Score),John Williams,Jaws,Jaws,TRUE
1975,1976,48,MUSIC (Original Score),Jack Nitzsche,One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,FALSE
1975,1976,48,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Leonard Rosenman,Barry Lyndon,Barry Lyndon,TRUE
1975,1976,48,BEST PICTURE,"Stanley Kubrick, Producer",Barry Lyndon,Barry Lyndon,FALSE
1975,1976,48,BEST PICTURE,"Martin Bregman and Martin Elfand, Producers",Dog Day Afternoon,Dog Day Afternoon,FALSE
1975,1976,48,BEST PICTURE,"Richard D. Zanuck and David Brown, Producers",Jaws,Jaws,FALSE
1975,1976,48,BEST PICTURE,"Saul Zaentz and Michael Douglas, Producers",One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,TRUE
1975,1976,48,SOUND,"Robert L. Hoyt, Roger Heman, Earl Madery, John Carter",Jaws,Jaws,TRUE
1975,1976,48,WRITING (Original Screenplay),"Federico Fellini, Tonino Guerra",Amarcord,Amarcord,FALSE
1975,1976,48,WRITING (Original Screenplay),Frank Pierson,Dog Day Afternoon,Dog Day Afternoon,TRUE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),Stanley Kubrick,Barry Lyndon,Barry Lyndon,FALSE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),"John Huston, Gladys Hill",The Man Who Would Be King,The Man Who Would Be King,FALSE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),"Lawrence Hauben, Bo Goldman",One Flew over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest,TRUE
1975,1976,48,WRITING (Screenplay Adapted from Other Material),"Ruggero Maccari, Dino Risi",Scent of a Woman,Scent of a Woman,FALSE
1976,1977,49,ACTOR IN A LEADING ROLE,Robert De Niro,Taxi Driver,Taxi Driver,FALSE
1976,1977,49,ACTOR IN A LEADING ROLE,Peter Finch,Network,Network,TRUE
1976,1977,49,ACTOR IN A LEADING ROLE,William Holden,Network,Network,FALSE
1976,1977,49,ACTOR IN A LEADING ROLE,Sylvester Stallone,Rocky,Rocky,FALSE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Ned Beatty,Network,Network,FALSE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burgess Meredith,Rocky,Rocky,FALSE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Jason Robards,All the President's Men,All the President's Men,TRUE
1976,1977,49,ACTOR IN A SUPPORTING ROLE,Burt Young,Rocky,Rocky,FALSE
1976,1977,49,ACTRESS IN A LEADING ROLE,Faye Dunaway,Network,Network,TRUE
1976,1977,49,ACTRESS IN A LEADING ROLE,Talia Shire,Rocky,Rocky,FALSE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,All the President's Men,All the President's Men,FALSE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Jodie Foster,Taxi Driver,Taxi Driver,FALSE
1976,1977,49,ACTRESS IN A SUPPORTING ROLE,Beatrice Straight,Network,Network,TRUE
1976,1977,49,ART DIRECTION,Art Direction:  George Jenkins;  Set Decoration:  George Gaines,All the President's Men,All the President's Men,TRUE
1976,1977,49,CINEMATOGRAPHY,Richard H. Kline,King Kong,King Kong,FALSE
1976,1977,49,CINEMATOGRAPHY,Owen Roizman,Network,Network,FALSE
1976,1977,49,CINEMATOGRAPHY,Robert Surtees,A Star Is Born,A Star Is Born,FALSE
1976,1977,49,DIRECTING,Alan J. Pakula,All the President's Men,All the President's Men,FALSE
1976,1977,49,DIRECTING,Sidney Lumet,Network,Network,FALSE
1976,1977,49,DIRECTING,John G. Avildsen,Rocky,Rocky,TRUE
1976,1977,49,FILM EDITING,Robert L. Wolfe,All the President's Men,All the President's Men,FALSE
1976,1977,49,FILM EDITING,Alan Heim,Network,Network,FALSE
1976,1977,49,FILM EDITING,"Richard Halsey, Scott Conrad",Rocky,Rocky,TRUE
1976,1977,49,MUSIC (Original Score),Jerry Fielding,The Outlaw Josey Wales,The Outlaw Josey Wales,FALSE
1976,1977,49,MUSIC (Original Score),Bernard Herrmann,Taxi Driver,Taxi Driver,FALSE
1976,1977,49,MUSIC (Original Song Score and Its Adaptation or Adaptation Score),Adaptation Score by Roger Kellaway,A Star Is Born,A Star Is Born,FALSE
1976,1977,49,MUSIC (Original Song),Music by Barbra Streisand; Lyrics by Paul Williams,A Star Is Born,A Star Is Born,TRUE
1976,1977,49,MUSIC (Original Song),Music by Bill Conti; Lyrics by Carol Connors and Ayn Robbins,Rocky,Rocky,FALSE
1976,1977,49,BEST PICTURE,"Walter Coblenz, Producer",All the President's Men,All the President's Men,FALSE
1976,1977,49,BEST PICTURE,"Howard Gottfried, Producer",Network,Network,FALSE
1976,1977,49,BEST PICTURE,"Irwin Winkler and Robert Chartoff, Producers",Rocky,Rocky,TRUE
1976,1977,49,BEST PICTURE,"Michael Phillips and Julia Phillips, Producers",Taxi Driver,Taxi Driver,FALSE
1976,1977,49,SOUND,"Arthur Piantadosi, Les Fresholtz, Dick Alexander, Jim Webb",All the President's Men,All the President's Men,TRUE
1976,1977,49,SOUND,"Harry Warren Tetrick, William McCaughey, Aaron Rochin, Jack Solomon",King Kong,King Kong,FALSE
1976,1977,49,SOUND,"Harry Warren Tetrick, William McCaughey, Lyle Burbridge, Bud Alper",Rocky,Rocky,FALSE
1976,1977,49,SOUND,"Robert Knudson, Dan Wallin, Robert Glass, Tom Overton",A Star Is Born,A Star Is Born,FALSE
1976,1977,49,WRITING (Screenplay--based on material from another medium),William Goldman,All the President's Men,All the President's Men,TRUE
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Paddy Chayefsky,Network,Network,TRUE
1976,1977,49,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),Sylvester Stallone,Rocky,Rocky,FALSE
1976,1977,49,SPECIAL ACHIEVEMENT AWARD (Visual Effects),"Carlo Rambaldi, Glen Robinson, Frank Van der Veer",King Kong,King Kong,TRUE
1977,1978,50,ACTOR IN A LEADING ROLE,Woody Allen,Annie Hall,Annie Hall,FALSE
1977,1978,50,ACTOR IN A SUPPORTING ROLE,Alec Guinness,Star Wars,Star Wars,FALSE
1977,1978,50,ACTRESS IN A LEADING ROLE,Diane Keaton,Annie Hall,Annie Hall,TRUE
1977,1978,50,ACTRESS IN A SUPPORTING ROLE,Melinda Dillon,Close Encounters of the Third Kind,Close Encounters of the Third Kind,FALSE
1977,1978,50,ART DIRECTION,"Art Direction:  Joe Alves, Dan Lomino;  Set Decoration:  Phil Abramson",Close Encounters of the Third Kind,Close Encounters of the Third Kind,FALSE
1977,1978,50,ART DIRECTION,"Art Direction:  John Barry, Norman Reynolds, Leslie Dilley;  Set Decoration:  Roger Christian",Star Wars,Star Wars,TRUE
1977,1978,50,CINEMATOGRAPHY,Vilmos Zsigmond,Close Encounters of the Third Kind,Close Encounters of the Third Kind,TRUE
1977,1978,50,COSTUME DESIGN,John Mollo,Star Wars,Star Wars,TRUE
1977,1978,50,DIRECTING,Woody Allen,Annie Hall,Annie Hall,TRUE
1977,1978,50,DIRECTING,Steven Spielberg,Close Encounters of the Third Kind,Close Encounters of the Third Kind,FALSE
1977,1978,50,DIRECTING,George Lucas,Star Wars,Star Wars,FALSE
1977,1978,50,FILM EDITING,Michael Kahn,Close Encounters of the Third Kind,Close Encounters of the Third Kind,FALSE
1977,1978,50,FILM EDITING,"Paul Hirsch, Marcia Lucas, Richard Chew",Star Wars,Star Wars,TRUE
1977,1978,50,MUSIC (Original Score),John Williams,Close Encounters of the Third Kind,Close Encounters of the Third Kind,FALSE
1977,1978,50,MUSIC (Original Score),John Williams,Star Wars,Star Wars,TRUE
1977,1978,50,BEST PICTURE,"Charles H. Joffe, Producer",Annie Hall,Annie Hall,TRUE
1977,1978,50,BEST PICTURE,"Gary Kurtz, Producer",Star Wars,Star Wars,FALSE
1977,1978,50,SOUND,"Robert Knudson, Robert J. Glass, Don MacDougall, Gene S. Cantamessa",Close Encounters of the Third Kind,Close Encounters of the Third Kind,FALSE
1977,1978,50,SOUND,"Don MacDougall, Ray West, Bob Minkler, Derek Ball",Star Wars,Star Wars,TRUE
1977,1978,50,VISUAL EFFECTS,"Roy Arbogast, Douglas Trumbull, Matthew Yuricich, Gregory Jein, Richard Yuricich",Close Encounters of the Third Kind,Close Encounters of the Third Kind,FALSE
1977,1978,50,VISUAL EFFECTS,"John Stears, John Dykstra, Richard Edlund, Grant McCune, Robert Blalack",Star Wars,Star Wars,TRUE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),"Woody Allen, Marshall Brickman",Annie Hall,Annie Hall,TRUE
1977,1978,50,WRITING (Screenplay Written Directly for the Screen--based on factual material or on story material not previously published or produced),George Lucas,Star Wars,Star Wars,FALSE
1977,1978,50,SPECIAL ACHIEVEMENT AWARD (Sound Effects Editing),Frank E. Warner,Close Encounters of the Third Kind,Close Encounters of the Third Kind,TRUE
1978,1979,51,ACTOR IN A LEADING ROLE,Robert De Niro,The Deer Hunter,The Deer Hunter,FALSE
1978,1979,51,ACTOR IN A SUPPORTING ROLE,John Hurt,Midnight Express,Midnight Express,FALSE
1978,1979,51,ACTOR IN A SUPPORTING ROLE,Christopher Walken,The Deer Hunter,The Deer Hunter,TRUE
1978,1979,51,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,The Deer Hunter,The Deer Hunter,FALSE
1978,1979,51,CINEMATOGRAPHY,Nestor Almendros,Days of Heaven,Days of Heaven,TRUE
1978,1979,51,CINEMATOGRAPHY,Vilmos Zsigmond,The Deer Hunter,The Deer Hunter,FALSE
1978,1979,51,COSTUME DESIGN,Patricia Norris,Days of Heaven,Days of Heaven,FALSE
1978,1979,51,DIRECTING,Michael Cimino,The Deer Hunter,The Deer Hunter,TRUE
1978,1979,51,DIRECTING,Alan Parker,Midnight Express,Midnight Express,FALSE
1978,1979,51,FILM EDITING,Peter Zinner,The Deer Hunter,The Deer Hunter,TRUE
1978,1979,51,FILM EDITING,Gerry Hambling,Midnight Express,Midnight Express,FALSE
1978,1979,51,MUSIC (Original Score),Ennio Morricone,Days of Heaven,Days of Heaven,FALSE
1978,1979,51,MUSIC (Original Score),Giorgio Moroder,Midnight Express,Midnight Express,TRUE
1978,1979,51,BEST PICTURE,"Barry Spikings, Michael Deeley, Michael Cimino and John Peverall, Producers",The Deer Hunter,The Deer Hunter,TRUE
1978,1979,51,BEST PICTURE,"Alan Marshall and David Puttnam, Producers",Midnight Express,Midnight Express,FALSE
1978,1979,51,SOUND,"John K. Wilkinson, Robert W. Glass, Jr., John T. Reitz, Barry Thomas",Days of Heaven,Days of Heaven,FALSE
1978,1979,51,SOUND,"Richard Portman, William McCaughey, Aaron Rochin, Darin Knight",The Deer Hunter,The Deer Hunter,TRUE
1978,1979,51,WRITING (Screenplay Based on Material from Another Medium),Oliver Stone,Midnight Express,Midnight Express,TRUE
1978,1979,51,WRITING (Screenplay Written Directly for the Screen),"Story by Michael Cimino, Deric Washburn, Louis Garfinkle, Quinn K. Redeker;  Screenplay by Deric Washburn",The Deer Hunter,The Deer Hunter,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Dustin Hoffman,Kramer vs. Kramer,Kramer vs. Kramer,TRUE
1979,1980,52,ACTOR IN A LEADING ROLE,Roy Scheider,All That Jazz,All That Jazz,FALSE
1979,1980,52,ACTOR IN A LEADING ROLE,Peter Sellers,Being There,Being There,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Melvyn Douglas,Being There,Being There,TRUE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Robert Duvall,Apocalypse Now,Apocalypse Now,FALSE
1979,1980,52,ACTOR IN A SUPPORTING ROLE,Justin Henry,Kramer vs. Kramer,Kramer vs. Kramer,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Jane Alexander,Kramer vs. Kramer,Kramer vs. Kramer,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Mariel Hemingway,Manhattan,Manhattan,FALSE
1979,1980,52,ACTRESS IN A SUPPORTING ROLE,Meryl Streep,Kramer vs. Kramer,Kramer vs. Kramer,TRUE
1979,1980,52,ART DIRECTION,"Art Direction:  Michael Seymour, Les Dilley, Roger Christian;  Set Decoration:  Ian Whittaker",Alien,Alien,FALSE
1979,1980,52,ART DIRECTION,"Art Direction:  Philip Rosenberg, Tony Walton;  Set Decoration:  Edward Stewart, Gary Brink",All That Jazz,All That Jazz,TRUE
1979,1980,52,ART DIRECTION,"Art Direction:  Dean Tavoularis, Angelo Graham;  Set Decoration:  George R. Nelson",Apocalypse Now,Apocalypse Now,FALSE
1979,1980,52,CINEMATOGRAPHY,Giuseppe Rotunno,All That Jazz,All That Jazz,FALSE
1979,1980,52,CINEMATOGRAPHY,Vittorio Storaro,Apocalypse Now,Apocalypse Now,TRUE
1979,1980,52,CINEMATOGRAPHY,Nestor Almendros,Kramer vs. Kramer,Kramer vs. Kramer,FALSE
1979,1980,52,COSTUME DESIGN,Albert Wolsky,All That Jazz,All That Jazz,TRUE
1979,1980,52,DIRECTING,Bob Fosse,All That Jazz,All That Jazz,FALSE
1979,1980,52,DIRECTING,Francis Coppola,Apocalypse Now,Apocalypse Now,FALSE
1979,1980,52,DIRECTING,Robert Benton,Kramer vs. Kramer,Kramer vs. Kramer,TRUE
1979,1980,52,FILM EDITING,Alan Heim,All That Jazz,All That Jazz,TRUE
1979,1980,52,FILM EDITING,"Richard Marks, Walter Murch, Gerald B. Greenberg, Lisa Fruchtman",Apocalypse Now,Apocalypse Now,FALSE
1979,1980,52,FILM EDITING,Jerry Greenberg,Kramer vs. Kramer,Kramer vs. Kramer,FALSE
